project_name,url,ticker_exchange,share_price,shares_out,cash_payments
Lakewood Mill Project,https://app.mininghub.com/article/89059,ASX:BC8,$0.82,308.55m,"{'cash_payment': '$70M', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""Perth, Western Australia, 25 February 2025: Westgold Resources Limited (ASX | TSX: WGX – Westgold or the Company) is pleased to announce the divestment of the non-core Lakewood Milling Operation to Black Cat Syndicate Limited (ASX: BC8) for a total consideration of $85M consisting of $70M in cash (in staged payments) and $15M in BC8 scrip (to be escrowed for 12 months).""\n- Found \'payment\' on page 1, middle: ""Perth, Western Australia, 25 February 2025: Westgold Resources Limited (ASX | TSX: WGX – Westgold or the Company) is pleased to announce the divestment of the non-core Lakewood Milling Operation to Black Cat Syndicate Limited (ASX: BC8) for a total consideration of $85M consisting of $70M in cash (in staged payments) and $15M in BC8 scrip (to be escrowed for 12 months).""'}"
Laverton Project,https://app.mininghub.com/article/82102,ASX:CTN,$0.002,1.24b,
Leake Project,https://app.mininghub.com/article/70618,ASX:MGA,$0.081,37.20m,
Lindsay's Project,https://app.mininghub.com/article/89340,,,,"{'cash_payment': '$2.4 million', 'keyword_locations': '- Found \'cash\' on page 1, bottom: ""Total purchase price is $4 million, being a combination of cash and shares.""\n  - Context:\n    - Before: ""Potential for near term, open pit gold mining and toll treatment.""\n    - After: ""Management Comment""\n- Found \'cash\' on page 4, middle: ""Pay $2,000,0000 (plus GST in cash) to The Vendors, including the $100,000 deposit.""\n  - Context:\n    - Before: ""Subject to successful completion of Due Diligence, at execution of the Tenement Sale Agreement (TSA) Auric will:""\n    - After: ""Issue shares to the value of $2,000,000 (plus GST in cash) to The Vendors, calculated at the 15-day VWAP ending on the day prior to execution of the TSA.""\n- Found \'cash\' on page 4, middle: ""Issue shares to the value of $2,000,000 (plus GST in cash) to The Vendors, calculated at the 15-day VWAP ending on the day prior to execution of the TSA.""\n  - Context:\n    - Before: ""Pay $2,000,0000 (plus GST in cash) to The Vendors, including the $100,000 deposit.""\n    - After: ""The shares will be issued subject to shareholder approval at Auric\'s Annual General Meeting to be held prior to 31 May 2025.""'}"
Liverpool Project,https://app.mininghub.com/article/90392,ASX:EPM,$0.006,2.23b,"{'cash_payment': '$50 million', 'keyword_locations': '- Found \'payment\' on page 4, top: ""Eclipse and its wholly owned subsidiary, North Minerals Pty Ltd (ACN 139 469 195) (together the Eclipse Group) have granted to Boss Energy a 12-month option to earn up to an 80% interest in the Liverpool Uranium Project (Project) (Option) in consideration for Boss Energy\'s commitment to spend $250,000 towards exploration expenditure on the Project, which includes: (a) the re-processing and interpretation of existing data sets. (b) the development of exploration models and target generation. (c) multi-day field reconnaissance and sampling program; and (d) meetings with the Northern Land Council in the Northern Territory, or otherwise making payment to the Eclipse Group equal to any shortfall (Option Fee).""\n  - Context before: ""The key terms of the binding option and earn-in agreement are set out below: Option terms""\n  - Context after: ""If Boss Energy elects to exercise the Option, Boss Energy will have the right to earn up to an 80% interest in the Project in two-stages: (a) First Earn-in: a 49% interest by spending $3 million on the Project within 3 years (First Earn-in Milestone); and (b) Second Earn-in: an additional 31% interest by spending $5 million on the Project within a further 4 years,""\n- Found \'payment\' on page 4, middle: ""First Earn-in: a 49% interest by spending $3 million on the Project within 3 years (First Earn-in Milestone); and Second Earn-in: an additional 31% interest by spending $5 million on the Project within a further 4 years, or otherwise making payment to the Eclipse Group equal to any shortfall (together, the Earn-in).""\n  - Context before: ""If Boss Energy elects to exercise the Option, Boss Energy will have the right to earn up to an 80% interest in the Project in two-stages: (a) First Earn-in: a 49% interest by spending $3 million on the Project within 3 years (First Earn-in Milestone); and (b) Second Earn-in: an additional 31% interest by spending $5 million on the Project within a further 4 years,""\n  - Context after: ""Following the exercise of the Option: (a) Boss Energy must reimburse the Eclipse Group for any fees and/or expenses incurred by the Eclipse Group in connection with advancing land access with the Northern Land Council on the Project during the Option period up to a maximum aggregate amount of $150,000; and (b) Boss Energy may elect to withdraw from the Earn-in prior to satisfaction of the First Earn-in Milestone, provided that Boss Energy has incurred a minimum of $1.5 million in expenditure (exclusive of the Option Fee) on the Project (Minimum Expenditure).""\n- Found \'payment\' on page 4, middle: ""Upon completion of the Earn-in, the Eclipse Group will grant to Boss Energy a call option to acquire an additional 10% interest in the Project (thereby increasing its total ownership to 90%) in consideration of the payment of $50 million.""\n  - Context before: ""The Eclipse Group will remain the operator of the Project during the Option period. Boss Energy will assume operational control during the Earn-in stages.""\n  - Context after: ""If the Eclipse Group\'s interest in the Project reduced to 10% or below, its interest will automatically convert into a 1.5% net profit royalty (Royalty) and Boss Energy will have the option to purchase that Royalty for $30 million.""'}"
Loded Dog Project,https://app.mininghub.com/article/89024,ASX:AWJ,$0.20,148.55m,"{'cash_payment': '$725,000', 'keyword_locations': '- Found \'payment\' on page 1, middle: ""Tenements to be acquired with payment of $475,000 due at settlement plus milestone payments and a royalty on production.""\n- Found \'payments\' on page 1, middle: ""Tenements to be acquired with payment of $475,000 due at settlement plus milestone payments and a royalty on production.""\n- Found \'cash\' on page 2, middle: ""The Tenement Sale Agreement (TSA) specifies that Auric will pay $475,000 (plus GST) in cash to Loded Dog at settlement and completion.""\n- Found \'payments\' on page 2, middle: ""In addition, the two parties have agreed on the following milestone payments:""\n- Found \'cash\' on page 2, middle: ""If a JORC compliant resource of greater than 20,000oz of gold, or a JORC compliant resource of any commodity measured on a >20,000oz gold equivalent basis, at a 0.5g/t cut off, is defined by WGPL on any of the tenements, WGPL will pay $100,000 (plus GST) in cash; and""\n- Found \'cash\' on page 2, middle: ""If a JORC compliant resource of greater than 50,000oz of gold, or a JORC compliant resource of any commodity measured on a >50,000oz gold equivalent basis, at a 0.5g/t cut off, is defined by WGPL on any of the tenements, WGPL will pay an additional $150,000 (plus GST) in cash.""'}"
MacDonnell Ranges Project,https://app.mininghub.com/article/68257,ASX:LPM,$0.068,132.34m,"{'cash_payment': 'A$100,000', 'keyword_locations': '- Found \'cash\' on page 5, middle: ""Moonlight Resources paying A$100,000 in cash to the Sellers, allocated to each of them in proportion to their respective shareholdings in DER and GSM (Relevant Proportions);""\n- Found \'payment\' on page 5, middle: ""Moonlight Resources paying A$100,000 in cash to the Sellers, allocated to each of them in proportion to their respective shareholdings in DER and GSM (Relevant Proportions);""\n- Found \'cash\' on page 6, top: ""Moonlight Resources used funds received from LPM to pay the A$100,000 cash component of the consideration to the Sellers.""\n- Found \'payment\' on page 6, top: ""Moonlight Resources used funds received from LPM to pay the A$100,000 cash component of the consideration to the Sellers.""'}"
Mangaroon Project,https://app.mininghub.com/article/92262,ASX:DRE,$0.012,3.51b,"{'cash_payment': '$200,000', 'keyword_locations': '- Found \'payment\' on page 2, middle/bottom: ""Dreadnought to pay $200,000 at Settlement.""\n  - Context:\n    - A few sentences before: ""Details of the Transaction\\nKey Terms:\\nDreadnought to own 100% of M09/63, E09/2195 and L09/27 upon Settlement.""\n    - Exact sentence: ""Dreadnought to pay $200,000 at Settlement.""\n    - A few sentences after: ""Vendor to receive fully paid ordinary shares, escrowed for 12 months, valued at $200,000 based on a 5-day VWAP at Settlement.\\n1% net smelter royalty payable.\\nSettlement conditions include: Regulatory approvals; the Royalty Deed: and the Parties assigning any Third Party Agreements.""\n- Found \'cash\' on page 4, middle: ""In this way, there is reduced reliance on market funding and internal cashflows are aimed at making life-changing discoveries.""\n  - Context:\n    - A few sentences before: ""Dreadnought\'s strategy is to transform into a self-funded explorer. This involves a high-grade open pit at the Star of Mangaroon where funding, development, haulage & processing are outsourced to third parties. This is a common model in WA given the robust gold price. Once successful, extend this model to Popeye, Two Peaks, Lead, Pritchard Well, etc.""\n    - Exact sentence: ""In this way, there is reduced reliance on market funding and internal cashflows are aimed at making life-changing discoveries.""\n    - A few sentences after: ""Consolidation Provides for First Ever Modern Exploration\\nAll historical workings and known gold occurrences relate to outcropping mineralisation. There has been minimal historical and modern exploration due to fractured, small-scale ownership with Dreadnought now undertaking modern exploration for the first time.""'}"
Marble Bar Project,https://app.mininghub.com/article/91627,ASX:KM1,$0.09,,"{'cash_payment': '$30,000', 'keyword_locations': '- Found \'cash\' on page 3, middle: ""The consideration payable is: $30,000 cash; and""\n- Found \'payment\' on page 3, middle: ""The consideration payable is: $30,000 cash; and""'}"
Marda Project,https://app.mininghub.com/article/82563,ASX:LM1,$0.125,46.85m,"{'cash_payment': '$1,500,000', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""Additional milestone payments, payable in cash, include:""\n  - Context:\n    - Before: ""The acquisition represents significant value for Leeuwin shareholders, with an upfront consideration of $500,000 in Leeuwin shares to be issued to Ramelius upon completion.""\n    - After: ""Milestone 1: $500,000 upon the definition of a JORC-compliant resource of 500koz. Milestone 2: $1,000,000 upon the definition of a JORC-compliant resource of 1Moz.""\n- Found \'payment\' on page 1, middle: ""Additional milestone payments, payable in cash, include:""\n  - Context:\n    - Before: ""The acquisition represents significant value for Leeuwin shareholders, with an upfront consideration of $500,000 in Leeuwin shares to be issued to Ramelius upon completion.""\n    - After: ""Milestone 1: $500,000 upon the definition of a JORC-compliant resource of 500koz. Milestone 2: $1,000,000 upon the definition of a JORC-compliant resource of 1Moz.""\n- Found \'cash\' on page 9, middle: ""Milestone 1: $500k in cash on definition of JORC resource (inferred, indicated and/or measured) of 500koz Au within the Project Tenements; and""\n  - Context:\n    - Before: ""Consideration payable by Leeuwin for Marda comprises: Upfront consideration of $500k AUD in Leeuwin shares to be issued to Ramelius, subject to shareholder approval, at Completion, based on the higher of the 10 day VWAP immediately prior to Completion and $0.06 (Consideration Shares); and deferred consideration comprising:""\n    - After: ""Milestone 2: $1m in cash on definition of JORC resource (inferred, indicated and/or measured) of Imoz Au within the Project Tenements.""\n- Found \'cash\' on page 9, middle: ""Milestone 2: $1m in cash on definition of JORC resource (inferred, indicated and/or measured) of Imoz Au within the Project Tenements.""\n  - Context:\n    - Before: ""Milestone 1: $500k in cash on definition of JORC resource (inferred, indicated and/or measured) of 500koz Au within the Project Tenements; and""\n    - After: ""Leeuwin has granted Ramelius the right to match any third party ore processing proposal received by Leeuwin in relation to ore from the Marda Tenements valid for a 5 year term post completion.""\n- Found \'payment\' on page 9, middle: ""Upfront consideration of $500k AUD in Leeuwin shares to be issued to Ramelius, subject to shareholder approval, at Completion, based on the higher of the 10 day VWAP immediately prior to Completion and $0.06 (Consideration Shares); and""\n  - Context:\n    - Before: ""Consideration payable by Leeuwin for Marda comprises:""\n    - After: ""deferred consideration comprising: Milestone 1: $500k in cash on definition of JORC resource (inferred, indicated and/or measured) of 500koz Au within the Project Tenements; and Milestone 2: $1m in cash on definition of JORC resource (inferred, indicated and/or measured) of Imoz Au within the Project Tenements.""\n- Found \'payment\' on page 9, middle: ""Milestone 1: $500k in cash on definition of JORC resource (inferred, indicated and/or measured) of 500koz Au within the Project Tenements; and""\n  - Context:\n    - Before: ""deferred consideration comprising:""\n    - After: ""Milestone 2: $1m in cash on definition of JORC resource (inferred, indicated and/or measured) of Imoz Au within the Project Tenements.""\n- Found \'payment\' on page 9, middle: ""Milestone 2: $1m in cash on definition of JORC resource (inferred, indicated and/or measured) of Imoz Au within the Project Tenements.""\n  - Context:\n    - Before: ""Milestone 1: $500k in cash on definition of JORC resource (inferred, indicated and/or measured) of 500koz Au within the Project Tenements; and""\n    - After: ""Leeuwin has granted Ramelius the right to match any third party ore processing proposal received by Leeuwin in relation to ore from the Marda Tenements valid for a 5 year term post completion.""\n- Found \'payment\' on page 18, middle: ""Royalty 1 involves a one-off payment of $2 million upon the production of 25,000 ounces of gold from tenements E77/1322, E77/1741, and E77/2124, as well as $10 per ounce of gold produced from additional tenements, including E77/1899 and M77/576, capped at $3 million.""\n  - Context:\n    - Before: ""The Project is subject to the following third-party royalties:""\n    - After: ""Royalty 2 comprises $1 per tonne of gold ore mined and processed from specified tenements and a 1.5% net smelter return (NSR) for other minerals. Royalty 3 entails a 1.5% royalty on all iron ore transported from tenement E77/1322, excluding the overlap with M77/1259.""'}"
Mersey Project,https://app.mininghub.com/article/89072,ASX:AUH,$0.001,2.10b,"{'cash_payment': '$38,000', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""cash payment of $10,000;""\n  - Context before: ""In consideration for the acquisition, AustChina has paid the following to PEN shareholders:""\n  - Context after: ""reimbursement to vendor for security bonds of $28,000 (EL16/2022 and EL6/2021); and""\n  - Context after: ""the issue of 300 million fully paid AUH shares (at a deemed value of $0.001 per share).""\n- Found \'payment\' on page 1, middle: ""cash payment of $10,000;""\n  - Context before: ""In consideration for the acquisition, AustChina has paid the following to PEN shareholders:""\n  - Context after: ""reimbursement to vendor for security bonds of $28,000 (EL16/2022 and EL6/2021); and""\n  - Context after: ""the issue of 300 million fully paid AUH shares (at a deemed value of $0.001 per share).""\n- Found \'payment\' on page 1, middle: ""The Company has also issued 30,000,000 AUH shares to an unrelated advisor as payment for introducing the project to AUH.""\n  - Context before: ""the issue of 300 million fully paid AUH shares (at a deemed value of $0.001 per share).""\n  - Context after: ""The AUH shares were issued pursuant to AUH\'s placement capacity under Listing Rule 7.1 and the shares issued to the PEN shareholders are subject to a voluntary escrow for a period six months.""'}"
Montague East Project,https://app.mininghub.com/article/67250,ASX:BTR,$0.625,2.91b,"{'cash_payment': '$5.0 million', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""$5 million cash consideration paid and 466.67 million Brightstar shares issued to Gateway""\n- Found \'payment\' on page 1, middle: ""$5 million cash consideration paid and 466.67 million Brightstar shares issued to Gateway""\n- Found \'payment\' on page 1, middle: ""Deferred contingent consideration of $2 million in Brightstar shares subject to further project milestones, including:""\n- Found \'cash\' on page 3, middle: ""an upfront cash payment of $5.0m;""\n- Found \'payment\' on page 3, middle: ""an upfront cash payment of $5.0m;""\n- Found \'cash\' on page 3, middle: ""$2.0m payable in cash or Brightstar shares, upon the commencement of commercial mining operations in respect of the gold mineral rights, or the delineation of a JORC Mineral Resource on the tenements exceeding 1.0 Moz Au.""'}"
Montezuma Project,https://app.mininghub.com/article/75779,ASX:LDR,$0.18,106.78m,"{'cash_payment': '$250,000', 'keyword_locations': '- Found \'cash\' on page 1, bottom: ""Montezuma Antimony Project acquisition terms include: $50,000 non-refundable cash deposit payable within 2 business of execution of the HOAie 22 October 2024; plus $200,000 cash payable on completion of the Proposed Acquisition; plus""\n- Found \'payment\' on page 1, bottom: ""Montezuma Antimony Project acquisition terms include: $50,000 non-refundable cash deposit payable within 2 business of execution of the HOAie 22 October 2024; plus $200,000 cash payable on completion of the Proposed Acquisition; plus""\n- Found \'cash\' on page 14, middle: ""The Company will fund the Purchase Price using existing funds held within its cash reserves.""\n- Found \'cash\' on page 14, middle: ""$50,000 non-refundable cash deposit payable within 2 business of execution of the HOA ie 22October 2024; plus""\n- Found \'cash\' on page 14, middle: ""$200,000 cash payable on completion of the Proposed Acquisition; plus""\n- Found \'payment\' on page 14, middle: ""$50,000 non-refundable cash deposit payable within 2 business of execution of the HOA ie 22October 2024; plus""\n- Found \'payment\' on page 14, middle: ""$200,000 cash payable on completion of the Proposed Acquisition; plus""\n- Found \'cash\' on page 15, middle: ""A. $50,000 non-refundable within two days from execution of the HOA (Signing Consideration);""\n- Found \'cash\' on page 15, middle: ""B. $200,000 in cash on the completion date (Completion Payment);""\n- Found \'payment\' on page 15, middle: ""B. $200,000 in cash on the completion date (Completion Payment);""\n- Found \'payment\' on page 15, middle: ""A. $50,000 non-refundable within two days from execution of the HOA (Signing Consideration);""\n- Found \'payment\' on page 15, middle: ""C. 10,000,000 fully paid ordinary shares in the Company on the completion date(Consideration Shares);""\n- Found \'payment\' on page 15, middle: ""D. up to 6,000,000 fully paid ordinary shares (Performance Shares) within seven days of satisfaction of the below performance conditions:""\n- Found \'cash\' on page 16, top: ""The Company will fund the Purchase Price using existing funds held within its cash reserves.""\n- Found \'payment\' on page 16, top: ""The Company will fund the Purchase Price using existing funds held within its cash reserves.""'}"
Mount Lindsay Project,https://app.mininghub.com/article/57956,ASX:CRI,,,"{'cash_payment': '$2.5 million', 'keyword_locations': '- Found \'expenditure\' on page 2, middle: ""In Western Australia, Chalice Mining (ASX: CHN) recently committed to the second stage of the JV which requires a further $2.5 million of expenditure over the next two years to earn a further 19% interest (for a total of 70%) in Venture\'s South West Project.""\n  - Context before: ""Borate minerals contain a large amount of Boron, a critical mineral in the solar panel industry. At the neighbouring Riley Iron Ore Mine, the mine is prepared for a quick restart should the market conditions become favourable.""\n  - Context after: ""At the Company\'s Golden Grove North Project, SensOre (ASX:S3N) is farming in whilst Venture retains the REE rights, the earn-in includes drilling of the Vulcan High Grade REE Target. SensOre\'s proprietary Al technology has already highlighted lithium and copper exploration potential at Golden Grove North.""'}"
TinOne Resources Inc.,https://app.mininghub.com/article/37800,TORC:CA,0.075,9.99m,
Mt Cannindah Project,https://app.mininghub.com/article/74016,ASX:CAE,$0.033,578.08m,
Mt Chalmers Project,https://app.mininghub.com/article/71424,ASX:QML,$0.033,216.74m,
Mt Clere Project,https://app.mininghub.com/article/88297,ASX:ZMI,$0.013,213.14m,"{'cash_payment': '$50,000', 'keyword_locations': '- Found \'cash\' on page 9, bottom: ""N/A Within 3 Business Days of the Parties $50,000 cash payable to the Vendor (or his executing the Terms Sheet. nominee)""\n- Found \'payment\' on page 9, bottom: ""N/A Within 3 Business Days of the Parties $50,000 cash payable to the Vendor (or his executing the Terms Sheet. nominee)""'}"
Mt Edwards Project,https://app.mininghub.com/article/69359,ASX:AAR,$0.175,933.10m,"{'cash_payment': '$1,200,000', 'keyword_locations': None}"
Mt Egerton Project,https://app.mininghub.com/article/77583,TSXV:BZ,$0.375,221.82m,"{'cash_payment': 'A$1,000,000', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""As previously announced, consideration for the Acquisition consisted of an upfront cash payment of A$500,000 and the issue of 33,000,000 fully paid CHESS Depository Interests (CDIs) in Benz to Spartan.""\n- Found \'payment\' on page 1, middle: ""As previously announced, consideration for the Acquisition consisted of an upfront cash payment of A$500,000 and the issue of 33,000,000 fully paid CHESS Depository Interests (CDIs) in Benz to Spartan.""\n- Found \'cash\' on page 1, middle: ""Deferred consideration payable to Spartan consists of an additional A$500,000 cash payment on the first anniversary after completion of the Acquisition, and an additional up to A$6,000,000 (in cash or fully paid CDIs), subject to the satisfaction of certain milestones (refer to Benz\'s announcement dated 6 November 2024 or the management information circular of the Company dated 15 November 2024).""\n- Found \'payment\' on page 1, middle: ""Deferred consideration payable to Spartan consists of an additional A$500,000 cash payment on the first anniversary after completion of the Acquisition, and an additional up to A$6,000,000 (in cash or fully paid CDIs), subject to the satisfaction of certain milestones (refer to Benz\'s announcement dated 6 November 2024 or the management information circular of the Company dated 15 November 2024).""'}"
Mt Fisher Project,https://app.mininghub.com/article/88884,ASX:HTM,$0.165,24.75m,"{'cash_payment': 'A$1,500,000', 'keyword_locations': '- Found \'cash\' on page 14, bottom: ""HTM to pay a $1,450,000 cash payment to RXL at completion.""\n  - Context:\n    - Before: ""HTM to issue RXL 1,000,000 fully paid ordinary shares in HTM (“Consideration Shares”), which RXL has agreed to enter into voluntary escrow for 12 months from issue.""\n    - After: ""HTM to grant 1% Net Smelter Return (“NSR”) royalty payable to RXL on production from the certain tenements which are not subject to existing third-party royalties.""\n- Found \'payment\' on page 14, bottom: ""HTM to pay a $1,450,000 cash payment to RXL at completion.""\n  - Context:\n    - Before: ""HTM to issue RXL 1,000,000 fully paid ordinary shares in HTM (“Consideration Shares”), which RXL has agreed to enter into voluntary escrow for 12 months from issue.""\n    - After: ""HTM to grant 1% Net Smelter Return (“NSR”) royalty payable to RXL on production from the certain tenements which are not subject to existing third-party royalties.""\n- Found \'payment\' on page 15, top: ""High-Tech is intending to issue 16,666,667 fully paid ordinary shares at $0.15 per share via a placement (""Placement”) to raise $2,500,000 (before costs) with a 1-for-2 free attaching listed option (ASX:HTMO) exercisable at $0.25 on or before the 19 January 2026 (""Options"").""\n  - Context:\n    - Before: ""The above consideration is subject to the transfer on tenements from RXL to HTM and receiving shareholder approval to issue Consideration Shares. The conditions of the Term Sheet can be found in Appendix 3.""\n    - After: ""The Company will issue 8,210,002 shares under its existing 7.1 and 7.1A capacity (“Tranche 1”) and will seek shareholder approval for the remaining 8,456,665 Shares to complete the Placement (""Tranche 2"").""\n- Found \'cash\' on page 20, middle: ""an initial non-refundable cash payment of A$50,000 already paid to RXL (“Execution Payment”);""\n  - Context:\n    - Before: ""The consideration payable for the acquisition of the Sale Assets comprises:""\n    - After: ""a cash payment of A$1,450,000 on the completion date (""Completion Payment"");""\n- Found \'payment\' on page 20, middle: ""an initial non-refundable cash payment of A$50,000 already paid to RXL (“Execution Payment”);""\n  - Context:\n    - Before: ""The consideration payable for the acquisition of the Sale Assets comprises:""\n    - After: ""a cash payment of A$1,450,000 on the completion date (""Completion Payment"");""\n- Found \'cash\' on page 20, middle: ""a cash payment of A$1,450,000 on the completion date (""Completion Payment"");""\n  - Context:\n    - Before: ""an initial non-refundable cash payment of A$50,000 already paid to RXL (“Execution Payment”);""\n    - After: ""the issue of 1,000,000 fully paid ordinary shares in the capital of HTM (""Consideration Shares"") (at a deemed issue price equal to $0.15 per share (""Deemed Issue Price"")) issued on the completion date with 12 months escrow; and""\n- Found \'payment\' on page 20, middle: ""a cash payment of A$1,450,000 on the completion date (""Completion Payment"");""\n  - Context:\n    - Before: ""an initial non-refundable cash payment of A$50,000 already paid to RXL (“Execution Payment”);""\n    - After: ""the issue of 1,000,000 fully paid ordinary shares in the capital of HTM (""Consideration Shares"") (at a deemed issue price equal to $0.15 per share (""Deemed Issue Price"")) issued on the completion date with 12 months escrow; and""'}"
Mt Gibson Project,https://app.mininghub.com/article/86083,ASX:CMM,$9.38,377.43m,"{'cash_payment': '$100,000', 'keyword_locations': '- Found \'cash\' on page 2, top: ""The transaction consideration is $3.5 million, of which Capricorn has paid an initial cash deposit of $100,000.""\n  - Context:\n    - Before: (Start of paragraph)\n    - After: ""The balance of the consideration will be satisfied by the issue of fully paid ordinary Capricorn shares to Top Iron upon completion. The share issue consideration will be determined based on the 5-day VWAP preceding the completion date. Completion of the acquisition is expected in February 2025, being subject only to procedural conditions precedent.""'}"
Mt Isa North Project,https://app.mininghub.com/article/69633,ASX:AM5,$0.007,213.54m,"{'cash_payment': '$1', 'keyword_locations': '- Found \'cash\' on page 2, middle: ""Attractive pro-forma NIS valuation with ~$7.6M market cap and well funded to explore with ~$4.8M cash (incl. June Quarterly Cash balance & R&D Tax Rebate)""\n- Found \'cash\' on page 3, middle: ""In conjunction with existing cash reserves of ~$1.7M (as at 30 June 2024) and ~$0.37M R&D Tax Rebate (announced 8 August 24), the Capital Raising ensure NIS is well funded to undertake initial copper and uranium focused exploration and drilling activities at the Mt Isa North Project.""\n- Found \'payment\' on page 20, middle: ""The Company has agreed to pay Bacchus an option fee of $1 within 1 business day of the satisfaction of the Operation Condition.""\n- Found \'payment\' on page 20, middle: ""(c) (Option): In consideration for the payment of the Option Fee, Bacchus irrevocably grants to the Company the exclusive right to acquire 100% of Bacchus\' the right, title and interest in the Bacchus Tenements for the Bacchus Consideration Securities (refer below).""\n- Found \'cash\' on page 22, bottom: ""Together with existing cash reserves of ~$2.0M, the Capital Raising ensures NIS is well funded to execute the following:""'}"
Mt Lyell Project,https://app.mininghub.com/article/71284,ASX:ILT,$0.225,,
Mt Mansbridge Project,https://app.mininghub.com/article/90741,ASX:REE,$0.017,683.39m,
